"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Ref","Number","Stratum","TreeSp"
"17",2018,5,6,19,6,6,"u","27-.008-.009-.","Cantharidae","Malthinus","biguttatus","L., 1758",1,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,1,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Marsh., 1802",1,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","L., 1758",1,"Lower","Quercus"
"17",2018,8,5,29,5,4,"u","82-.008-.002-.","Tenebrionidae","Mycetochara","axillaris","Payk., 1799",2,"Lower","Quercus"
"17",2018,8,5,29,5,4,"u","91-.027-.001-.","Curculionidae","Ernoporicus","fagi","F., 1778",1,"Lower","Quercus"
"17",2018,16,8,29,8,11,"o","","","kein Glas","",NA,0,"Lower","Quercus"
"17",2018,19,6,4,7,7,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",2,"Lower","Quercus"
"17",2018,11,4,24,4,2,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",2,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","10-.007-.004-.","Histeridae","Acritus","nigricornis","Hoffm., 1803",1,"Lower","Quercus"
"17",2018,19,6,4,7,7,"u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Marsh., 1802",1,"Lower","Quercus"
"17",2018,27,3,11,4,1,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",4,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","34-.010-.003-.","Elateridae","Agriotes","acuminatus","Steph., 1830",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum Steph., 1830",NA,1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","58-.004-.014-.","Latridiidae","Enicmus","transversus","Olivier, 1790",1,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","58-.003-.0081.","Latridiidae","Latridius","hirtus Gyll., 1827",NA,1,"Lower","Quercus"
"17",2018,27,3,11,4,1,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Lower","Quercus"
"17",2018,19,6,4,7,7,"o","93-.044-.010-.","Curculionidae","Sitona","lineatus","L., 1758",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","L., 1767",1,"Lower","Quercus"
"17",2018,11,4,24,4,2,"u","93-.1804.005-.","Curculionidae","Orchestes","quercus","L., 1758",1,"Lower","Quercus"
"17",2018,5,6,19,6,6,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","50-.020-.001-.","Nitidulidae","Cryptarcha","strigata","F., 1787",8,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",2,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Olivier, 1790",10,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Lower","Quercus"
"17",2018,27,3,11,4,1,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",2,"Lower","Quercus"
"17",2018,11,4,24,4,2,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",6,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","50-.013-.002-.","Nitidulidae","Soronia","grisea","L., 1758",1,"Lower","Quercus"
"17",2018,24,4,8,5,3,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",4,"Lower","Quercus"
"18",2018,22,5,5,6,5,"u","81-.001-.001-.","Tenebrionidae","Lagria","hirta","L., 1758",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus Boh., 1838",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",3,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","F., 1792",2,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","83-.023-.008-.","Tenebrionidae","Corticeus","fasciatus","F., 1790",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","F., 1792",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",22,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","711.001-.001-.","Salpingidae","Lissodema","cursor","Gyll., 1813",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",16,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","91-.001-.014-.","Curculionidae","Scolytus","multistriatus","Marsh., 1802",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","58-.008-.005-.","Latridiidae","Corticarina","minuta","F., 1792",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",2,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Olivier, 1790",6,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","38-.020-.007-.","Buprestidae","Agrilus","sulcicollis Lacord., 1835",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","87-.060-.001-.","Cerambycidae","Plagionotus","detritus","L., 1758",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","711.001-.001-.","Salpingidae","Lissodema","cursor","Gyll., 1813",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"o","31-.007-.001-.","Cleridae","Thanasimus","formicarius","L., 1758",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"o","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","10-.029-.002-.","Histeridae","Margarinotus","bipustulatus","Schrank, 1781",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,2,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Scop., 1763",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"o","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus F., 1777",NA,1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"o","27-.002-.025-.","Cantharidae","Cantharis","decipiens Baudi, 1872",NA,3,"Upper","Quercus"
"18",2018,8,5,29,5,4,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,4,"Upper","Quercus"
"18",2018,27,3,11,4,1,"o","","","kein Glas","",NA,0,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.",NA,1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",1,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",3,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","50-.009-.007-.","Nitidulidae","Epuraea","pallescens","Steph., 1835",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",2,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,3,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","F., 1792",1,"Upper","Quercus"
"18",2018,11,9,26,9,13,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","50-.021-.001-.","Nitidulidae","Glischrochilus","quadriguttatus","F., 1777",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,1,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","68-.0122.001-.","Ptinidae","Hemicoelus","canaliculatus","C. Thoms., 1863",1,"Upper","Quercus"
"18",2018,27,3,11,4,1,"u","55-.014-.021-.","Cryptophagidae","Atomaria","basalis Er., 1846",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"o","70-.006-.001-.","Oedemeridae","Chrysanthia","viridissima","L., 1758",1,"Upper","Quercus"
"18",2018,17,7,1,8,9,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","73-.004-.010-.","Scraptiidae","Anaspis","maculata","Geoffr., 1785",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Lacord., 1835",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","38-.020-.004-.","Buprestidae","Agrilus","laticornis","Ill., 1803",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","54-.003-.004-.","Erotylidae","Dacne","bipustulata","Thunb., 1781",1,"Upper","Quercus"
"18",2018,8,5,29,5,4,"u","38-.020-.004-.","Buprestidae","Agrilus","laticornis","Ill., 1803",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"o","58-.003-.0081.","Latridiidae","Latridius","hirtus Gyll., 1827",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","601.002-.004-.","Corylophidae","Arthrolips","nana","Muls.Rey, 1861",2,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",3,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,5,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","601.008-.004-.","Corylophidae","Orthoperus","corticalis","L. Redt., 1845",1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","91-.001-.003-.","Curculionidae","Scolytus","intricatus","Ratz., 1837",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","34-.041-.001-.","Elateridae","Athous","haemorrhoidalis","F., 1801",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum Steph., 1830",NA,1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","55-.014-.016-.","Cryptophagidae","Atomaria","lewisi Rtt., 1877",NA,2,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,4,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","60-.013-.005-.","Zopheridae","Synchita","undata Guér.Mén., 1844",NA,1,"Upper","Quercus"
"18",2018,29,8,11,9,12,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","36-.003-.001-.","Eucnemidae","Eucnemis","capucina Ahr., 1812",NA,2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"?","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Quercus"
"18",2018,17,7,1,8,9,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,38,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","34-.038-.002-.","Elateridae","Stenagostus","rhombeus","Olivier, 1790",2,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,4,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","50-.009-.005-.","Nitidulidae","Epuraea","neglecta","Heer, 1841",2,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,11,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","531.011-.001-.","Silvanidae","Uleiota","planatus","L., 1761",2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Olivier, 1790",2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"o","93-.110-.005-.","Curculionidae","Curculio","nucum L., 1758",NA,2,"Upper","Quercus"
"18",2018,17,7,1,8,9,"o","31-.006-.001-.","Cleridae","Opilo","pallidus","Olivier, 1795",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Scop., 1763",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","38-.020-.004-.","Buprestidae","Agrilus","laticornis","Ill., 1803",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","36-.003-.001-.","Eucnemidae","Eucnemis","capucina Ahr., 1812",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"?","70-.004-.0021.","Oedemeridae","Nacerdes","carniolica","Gistel, 1834",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"o","93-.110-.002-.","Curculionidae","Curculio","venosus","Grav., 1807",13,"Upper","Quercus"
"18",2018,4,7,17,7,8,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,3,"Upper","Quercus"
"18",2018,19,6,4,7,7,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","23-.xxx-.xxx-.","Staphylinidae","Tachyporinae","spec.",NA,1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,7,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","29-.014-.003-.","Malachiidae","Axinotarsus","marginalis","Lap., 1840",1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,46,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","59-.006-.001-.","Mycetophagidae","Berginus","tamarisci Woll., 1854",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum Steph., 1830",NA,3,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","91-.001-.014-.","Curculionidae","Scolytus","multistriatus","Marsh., 1802",1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,9,"Upper","Quercus"
"18",2018,1,8,16,8,10,"u","93-.1804.007-.","Curculionidae","Orchestes","hortorum","F., 1792",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Olivier, 1790",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Olivier, 1790",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","93-.1804.007-.","Curculionidae","Orchestes","hortorum","F., 1792",1,"Upper","Quercus"
"18",2018,24,4,8,5,3,"o","27-.002-.025-.","Cantharidae","Cantharis","decipiens Baudi, 1872",NA,1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","27-.002-.008-.","Cantharidae","Cantharis","pellucida F., 1792",NA,1,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","58-.004-.014-.","Latridiidae","Enicmus","transversus","Olivier, 1790",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"?","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Upper","Quercus"
"18",2018,11,4,24,4,2,"o","89-.003-.004-.","Chrysomelidae","Bruchus","atomarius","L., 1761",1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","70-.004-.0021.","Oedemeridae","Nacerdes","carniolica","Gistel, 1834",1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Quercus"
"18",2018,1,8,16,8,10,"o","62-.025-.003-.","Coccinellidae","Coccinella","septempunctata L., 1758",NA,1,"Upper","Quercus"
"18",2018,4,7,17,7,8,"u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Lacord., 1835",1,"Upper","Quercus"
"18",2018,29,8,11,9,12,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",2,"Upper","Quercus"
"18",2018,5,6,19,6,6,"o","87-.078-.0011.","Cerambycidae","Leiopus","linnei Wall.Ny.K., 2009",NA,1,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",2,"Upper","Quercus"
"18",2018,5,6,19,6,6,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,2,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","34-.041-.002-.","Elateridae","Athous","vittatus","F., 1792",1,"Upper","Quercus"
"18",2018,22,5,5,6,5,"u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Lacord., 1835",2,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,2,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Quercus"
"18",2018,16,8,29,8,11,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,4,"Upper","Quercus"
"18",2018,16,8,29,8,11,"u","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,29,8,11,9,12,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","93-.110-.002-.","Curculionidae","Curculio","venosus","Grav., 1807",1,"Upper","Quercus"
"18",2018,17,7,1,8,9,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",2,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","38-.020-.004-.","Buprestidae","Agrilus","laticornis","Ill., 1803",1,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","93-.106-.021-.","Curculionidae","Anthonomus","rectirostris","L., 1758",1,"Upper","Quercus"
"18",2018,16,8,29,8,11,"o","93-.110-.006-.","Curculionidae","Curculio","glandium Marsh., 1802",NA,11,"Upper","Quercus"
"18",2018,19,6,4,7,7,"?","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","87-.080-.002-.","Cerambycidae","Exocentrus","lusitanus","L., 1767",1,"Upper","Quercus"
"18",2018,5,6,19,6,6,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",6,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,1,"Upper","Quercus"
"18",2018,19,6,4,7,7,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Upper","Quercus"
"18",2018,11,4,24,4,2,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Upper","Quercus"
"19",2018,8,5,29,5,4,"u","34-.001-.019-.","Elateridae","Ampedus","pomorum","Herbst, 1784",1,"Lower","Quercus"
"19",2018,27,3,11,4,1,"u","55-.014-.021-.","Cryptophagidae","Atomaria","basalis Er., 1846",NA,1,"Lower","Quercus"
"19",2018,4,7,17,7,8,"u","68-.022-.003-.","Ptinidae","Dorcatoma","chrysomelina Sturm, 1837",NA,4,"Lower","Quercus"
"19",2018,4,7,17,7,8,"u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Payk., 1798",1,"Lower","Quercus"
"19",2018,4,7,17,7,8,"u","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus F., 1777",NA,1,"Lower","Quercus"
"19",2018,27,3,11,4,1,"o","","","kein Glas","",NA,0,"Lower","Quercus"
"19",2018,8,5,29,5,4,"u","59-.004-.003-.","Mycetophagidae","Mycetophagus","piceus","F., 1777",2,"Lower","Quercus"
"19",2018,27,3,11,4,1,"u","91-.038-.002-.","Curculionidae","Trypodendron","signatum","F., 1792",1,"Lower","Quercus"
"19",2018,8,5,29,5,4,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Lower","Quercus"
"19",2018,27,3,11,4,1,"u","88-.xxx-.xxx-.","Chrysomelidae","Alticinae","spec.",NA,1,"Lower","Quercus"
"19",2018,8,5,29,5,4,"u","30-.002-.001-.","Dasytidae","Aplocnemus","impressus","Marsh., 1802",1,"Lower","Quercus"
